StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1_Q3,2_Q3,3_Q3,4_Q3,5_Q3,Q61,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q33_7_TEXT,Unique Survey Code,choice1_college1,choice1_college2,choice1_job1,choice1_job2,choice1_photo1,choice1_photo2,choice2_college1,choice2_college2,choice2_job1,choice2_job2,choice2_photo1,choice2_photo2,choice3_college1,choice3_college2,choice3_job1,choice3_job2,choice3_photo1,choice3_photo2,choice4_college1,choice4_college2,choice4_job1,choice4_job2,choice4_photo1,choice4_photo2,choice5_college1,choice5_college2,choice5_job1,choice5_job2,choice5_photo1,choice5_photo2,choice1_exp1,choice1_exp2,choice2_exp1,choice2_exp2,choice3_exp1,choice3_exp2,choice4_exp1,choice4_exp2,choice5_exp1,choice5_exp2
2022-03-26 0:04:45,2022-03-26 0:08:27,IP Address,163.123.220.161,100,221,TRUE,2022-03-26 0:08:27,R_2V8vdEFNP6RZ6b1,,,,,40.90289307,-73.8588028,anonymous,EN,Candidate 2,Candidate 1,Candidate 1,Candidate 2,Candidate 1,All of the above,White,,Male,45-54 years old,Bachelors Degree,,23133,Virginia Tech,"University of California, Berkeley",Sales Representative,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6mvuYdAleMG3wFM,Boston University,Boston University,Software Engineer,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,Stanford University,"University of California, Berkeley",Software Engineer,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,Boston University,"University of California, Berkeley",Consultant,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,Virginia Tech,University of San Diego,Sales Representative,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3DXk3W7oL7jwkjI,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,7,7,7,6,5,7,5,6,7,6
2022-03-26 0:04:21,2022-03-26 0:08:28,IP Address,196.17.66.50,100,246,TRUE,2022-03-26 0:08:28,R_2SCY79N4UcZbXNq,,,,,34.05439758,-118.2440948,anonymous,EN,Candidate 1,Candidate 2,Candidate 2,Candidate 2,Candidate 1,"Q3,Q5",White,,Female,35-44 years old,Bachelors Degree,,29743,"University of California, Berkeley",Stanford University,Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_40e71B6xMbE64jc,Boston University,University of San Diego,Consultant,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bfLgiz3PCecGQUm,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,University of San Diego,George Washington University,Software Engineer,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JM7n0RVYqtN1zw,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3IY84n5aG3tMFJI,Boston University,"University of California, Berkeley",Sales Representative,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,"University of California, Berkeley",George Washington University,Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bfLgiz3PCecGQUm,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,7,5,6,6,7,5,6,5,7,6
2022-03-26 0:07:00,2022-03-26 0:08:30,IP Address,208.218.224.157,100,89,TRUE,2022-03-26 0:08:30,R_3QYLDwGDKVFwKnG,,,,,40.80230713,-73.73290253,anonymous,EN,Candidate 2,Candidate 1,Candidate 2,Candidate 2,Candidate 1,"Q3,Q4",White,,Female,25-34 years old,Bachelors Degree,,40974,University of San Diego,"University of California, Berkeley",Data Analyst,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,Boston University,George Washington University,Data Analyst,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,University of San Diego,University of San Diego,Software Engineer,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,Stanford University,Virginia Tech,Software Engineer,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3IY84n5aG3tMFJI,University of San Diego,Stanford University,Data Analyst,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,7,6,5,7,7,5,6,7,6,5
2022-03-26 0:04:27,2022-03-26 0:08:33,IP Address,31.131.10.66,100,245,TRUE,2022-03-26 0:08:33,R_2ruV2svYfgb86AL,,,,,39.04690552,-77.49030304,anonymous,EN,Candidate 2,Candidate 1,Candidate 1,Candidate 1,Candidate 1,All of the above,White,,Female,35-44 years old,Masters Degree,,68513,George Washington University,Stanford University,Consultant,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,"University of California, Berkeley",George Washington University,Software Engineer,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,Boston University,George Washington University,Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6mvuYdAleMG3wFM,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,Stanford University,Boston University,Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JM7n0RVYqtN1zw,Virginia Tech,George Washington University,Data Analyst,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_40e71B6xMbE64jc,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,5,7,6,6,7,5,6,5,6,7
2022-03-26 0:03:28,2022-03-26 0:08:34,IP Address,208.218.230.221,100,306,TRUE,2022-03-26 0:08:35,R_2zAMU1FVrEUPiRa,,,,,39.9703064,-75.06169891,anonymous,EN,Candidate 2,Candidate 1,Candidate 2,Candidate 2,Candidate 1,Q5,Black or African American,,Female,35-44 years old,Bachelors Degree,,49217,Virginia Tech,Stanford University,Data Analyst,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5AVDqNqPEZGc7ZA,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bDcyel3IbymV8ZE,Virginia Tech,Virginia Tech,Software Engineer,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,Virginia Tech,Stanford University,Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,Boston University,"University of California, Berkeley",Sales Representative,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,University of San Diego,Stanford University,Software Engineer,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5AVDqNqPEZGc7ZA,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bfLgiz3PCecGQUm,6,7,6,5,7,5,6,6,5,7
2022-03-26 0:05:11,2022-03-26 0:08:39,IP Address,196.16.111.120,100,208,TRUE,2022-03-26 0:08:39,R_3pu1OZTyrGLjWGy,,,,,34.05439758,-118.2440948,anonymous,EN,Candidate 2,Candidate 1,Candidate 1,Candidate 1,Candidate 2,"Q1,Q2,Q4",White,,Female,55-64 years old,Bachelors Degree,,59923,Stanford University,"University of California, Berkeley",Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bfLgiz3PCecGQUm,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,Stanford University,George Washington University,Data Analyst,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bfLgiz3PCecGQUm,"University of California, Berkeley",Virginia Tech,Software Engineer,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5AVDqNqPEZGc7ZA,George Washington University,University of San Diego,Consultant,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3IY84n5aG3tMFJI,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3DXk3W7oL7jwkjI,University of San Diego,Virginia Tech,Software Engineer,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,6,5,6,5,6,5,5,5,7,6
2022-03-26 0:03:58,2022-03-26 0:08:39,IP Address,31.131.8.129,100,281,TRUE,2022-03-26 0:08:40,R_27m67r7UgmFiNaO,,,,,39.04690552,-77.49030304,anonymous,EN,Candidate 1,Candidate 2,Candidate 2,Candidate 1,Candidate 1,All of the above,White,,Female,45-54 years old,Bachelors Degree,,13450,University of San Diego,Boston University,Data Analyst,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,University of San Diego,Stanford University,Sales Representative,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3DXk3W7oL7jwkjI,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,George Washington University,George Washington University,Data Analyst,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,University of San Diego,Stanford University,Sales Representative,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,Boston University,Virginia Tech,Data Analyst,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6mvuYdAleMG3wFM,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,7,5,5,7,7,7,6,5,6,6
2022-03-26 0:06:03,2022-03-26 0:08:47,IP Address,208.218.231.42,100,163,TRUE,2022-03-26 0:08:47,R_2uINZJ8QEUxLCyK,,,,,39.9703064,-75.06169891,anonymous,EN,Candidate 2,Candidate 2,Candidate 1,Candidate 2,Candidate 2,All of the above,White,,Female,25-34 years old,Bachelors Degree,,26473,Boston University,University of San Diego,Data Analyst,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3DXk3W7oL7jwkjI,Virginia Tech,Boston University,Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6mvuYdAleMG3wFM,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,University of San Diego,Stanford University,Data Analyst,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,George Washington University,Virginia Tech,Software Engineer,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,"University of California, Berkeley",University of San Diego,Software Engineer,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3DXk3W7oL7jwkjI,5,5,7,7,5,6,6,5,6,7
2022-03-26 0:06:56,2022-03-26 0:08:49,IP Address,73.177.92.103,100,113,TRUE,2022-03-26 0:08:49,R_1NnpRue4vyCL4WT,,,,,35.04519653,-90.07299805,anonymous,EN,Candidate 2,Candidate 1,Candidate 2,Candidate 1,Candidate 1,All of the above,White,,Female,25-34 years old,Bachelors Degree,,32999,University of San Diego,Stanford University,Data Analyst,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,Virginia Tech,Virginia Tech,Software Engineer,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bfLgiz3PCecGQUm,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,Boston University,University of San Diego,Consultant,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,Virginia Tech,Stanford University,Software Engineer,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,Boston University,"University of California, Berkeley",Data Analyst,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,7,6,7,5,5,6,5,7,6,6
2022-03-26 0:06:35,2022-03-26 0:08:53,IP Address,208.218.225.129,100,137,TRUE,2022-03-26 0:08:54,R_d1gD3L5IDmYr91D,,,,,40.80230713,-73.73290253,anonymous,EN,Candidate 2,Candidate 1,Candidate 2,Candidate 2,Candidate 1,Q3,White,,Female,25-34 years old,Associate Degree,,77878,Boston University,Stanford University,Consultant,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,George Washington University,George Washington University,Sales Representative,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,Virginia Tech,Boston University,Sales Representative,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bDcyel3IbymV8ZE,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5AVDqNqPEZGc7ZA,Boston University,Boston University,Data Analyst,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,Virginia Tech,University of San Diego,Consultant,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3DXk3W7oL7jwkjI,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5AVDqNqPEZGc7ZA,5,7,5,5,5,7,6,5,5,6
2022-03-26 0:02:58,2022-03-26 0:08:56,IP Address,8.46.120.154,100,358,TRUE,2022-03-26 0:08:57,R_cUApCbjeAfqzgPL,,,,,40.75970459,-73.98100281,anonymous,EN,Candidate 1,Candidate 2,Candidate 2,Candidate 1,Candidate 1,"Q1,Q2,Q3,Q4,Q5",White,,Female,25-34 years old,Masters Degree,,57503,"University of California, Berkeley",Boston University,Data Analyst,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,Stanford University,Virginia Tech,Sales Representative,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,Virginia Tech,Boston University,Consultant,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,Virginia Tech,Stanford University,Sales Representative,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,"University of California, Berkeley",Boston University,Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3IY84n5aG3tMFJI,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,7,7,5,6,6,6,7,5,5,7
2022-03-26 0:06:37,2022-03-26 0:09:09,IP Address,196.17.66.165,100,151,TRUE,2022-03-26 0:09:09,R_2OVbztnGUl8Q660,,,,,34.05439758,-118.2440948,anonymous,EN,Candidate 2,Candidate 2,Candidate 2,Candidate 2,Candidate 1,Q4,White,,Female,25-34 years old,Bachelors Degree,,19477,Stanford University,Virginia Tech,Sales Representative,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,Virginia Tech,Virginia Tech,Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,Stanford University,University of San Diego,Software Engineer,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,Stanford University,George Washington University,Sales Representative,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,University of San Diego,"University of California, Berkeley",Software Engineer,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,5,6,6,6,7,5,7,5,6,5
2022-03-26 0:03:27,2022-03-26 0:09:25,IP Address,71.12.75.45,100,357,TRUE,2022-03-26 0:09:25,R_Q3Wu5A7tOWOrkWd,,,,,34.92739868,-82.31860352,anonymous,EN,Candidate 2,Candidate 2,Candidate 2,Candidate 1,Candidate 2,Q5,White,,Female,55-64 years old,Bachelors Degree,,45094,"University of California, Berkeley","University of California, Berkeley",Consultant,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,"University of California, Berkeley",University of San Diego,Data Analyst,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,George Washington University,Stanford University,Software Engineer,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,University of San Diego,Virginia Tech,Consultant,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,George Washington University,George Washington University,Software Engineer,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5AVDqNqPEZGc7ZA,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,6,6,6,7,7,7,6,5,6,6
2022-03-26 0:08:37,2022-03-26 0:09:39,IP Address,208.218.225.28,100,61,TRUE,2022-03-26 0:09:40,R_1C8EXyoBcrNhOeN,,,,,40.80230713,-73.73290253,anonymous,EN,Candidate 2,Candidate 1,Candidate 2,Candidate 1,Candidate 1,Q3,White,,Female,45-54 years old,Bachelors Degree,,99885,Boston University,George Washington University,Sales Representative,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3DXk3W7oL7jwkjI,Stanford University,Virginia Tech,Software Engineer,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,Virginia Tech,"University of California, Berkeley",Consultant,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,"University of California, Berkeley","University of California, Berkeley",Software Engineer,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,University of San Diego,Stanford University,Data Analyst,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,6,7,7,5,5,7,7,5,7,5
2022-03-26 0:03:20,2022-03-26 0:09:45,IP Address,72.134.56.17,100,385,TRUE,2022-03-26 0:09:45,R_zeaJCDw8vld0P73,,,,,34.05110168,-118.3323975,anonymous,EN,Candidate 2,Candidate 1,Candidate 1,Candidate 2,Candidate 1,All of the above,White,,Male,35-44 years old,High School Graduate,,74376,"University of California, Berkeley",Virginia Tech,Sales Representative,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JM7n0RVYqtN1zw,Boston University,George Washington University,Software Engineer,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,"University of California, Berkeley",George Washington University,Consultant,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,Virginia Tech,Virginia Tech,Consultant,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6mvuYdAleMG3wFM,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,George Washington University,Boston University,Data Analyst,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bfLgiz3PCecGQUm,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,7,6,7,5,6,7,6,7,7,6
